Año,Grandes Grupos,Quinquenal,Subgrupo Farmacológico,Sexo,Nivel Renta,Situación Laboral,Tamaño Municipio,Personas con medicamento,Porcentaje
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Pensionistas,100.001-500.000 hab,184489.0,0.2161
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Pensionistas,>500.000 hab,104202.0,0.122
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,<10.000 hab,521.0,0.0006
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,10.001-50.000 hab,685.0,0.0008
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,50.001-100.000 hab,456.0,0.0005
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,100.001-500.000 hab,760.0,0.0009
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,>500.000 hab,439.0,0.0005
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Pensionistas,<10.000 hab,9913.0,0.0116
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Pensionistas,10.001-50.000 hab,17656.0,0.0207
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Pensionistas,50.001-100.000 hab,8332.0,0.0098
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Pensionistas,100.001-500.000 hab,16346.0,0.0191
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Pensionistas,>500.000 hab,7572.0,0.0089
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Otras situaciones,<10.000 hab,1922.0,0.0023
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Otras situaciones,10.001-50.000 hab,3185.0,0.0037
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Otras situaciones,50.001-100.000 hab,1633.0,0.0019
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Otras situaciones,100.001-500.000 hab,3319.0,0.0039
2018,65 y más años,65 y más años,N05B - ANSIOLITICOS,Mujer,Muy baja,Otras situaciones,>500.000 hab,1276.0,0.0015
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,18.000-99.999 ? /año,Activos,100.001-500.000 hab,278.0,0.0003
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,18.000-99.999 ? /año,Pensionistas,<10.000 hab,6403.0,0.0075
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,12613.0,0.0148
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,7424.0,0.0087
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,14718.0,0.0172
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,18.000-99.999 ? /año,Pensionistas,>500.000 hab,9159.0,0.0107
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,471.0,0.0006
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,281.0,0.0003
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,511.0,0.0006
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,<10.000 hab,31010.0,0.0363
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,10.001-50.000 hab,36227.0,0.0424
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,50.001-100.000 hab,17217.0,0.0202
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,100.001-500.000 hab,29890.0,0.035
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,>500.000 hab,12593.0,0.0147
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,<10.000 hab,639.0,0.0007
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,10.001-50.000 hab,1297.0,0.0015
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,50.001-100.000 hab,561.0,0.0007
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,100.001-500.000 hab,1609.0,0.0019
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,>500.000 hab,573.0,0.0007
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,230.0,0.0003
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,<10.000 hab,3635.0,0.0043
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,10.001-50.000 hab,6559.0,0.0077
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,50.001-100.000 hab,3698.0,0.0043
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,100.001-500.000 hab,8275.0,0.0097
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,>500.000 hab,5422.0,0.0063
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,<10.000 hab,2902.0,0.0034
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,7909.0,0.0093
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,5204.0,0.0061
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,11785.0,0.0138
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,>500.000 hab,7051.0,0.0083
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,<10.000 hab,350.0,0.0004
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,535.0,0.0006
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,268.0,0.0003
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,622.0,0.0007
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,<10.000 hab,12723.0,0.0149
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,14676.0,0.0172
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,50.001-100.000 hab,7893.0,0.0092
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,15820.0,0.0185
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,>500.000 hab,7169.0,0.0084
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,<10.000 hab,54218.0,0.0635
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,10.001-50.000 hab,69592.0,0.0815
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,50.001-100.000 hab,34098.0,0.0399
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,100.001-500.000 hab,61773.0,0.0723
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,>500.000 hab,31363.0,0.0367
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,<10.000 hab,3157.0,0.0037
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,10.001-50.000 hab,6284.0,0.0074
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,50.001-100.000 hab,2728.0,0.0032
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,100.001-500.000 hab,5528.0,0.0065
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,>500.000 hab,2503.0,0.0029
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,<10.000 hab,583.0,0.0007
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,10.001-50.000 hab,1039.0,0.0012
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,50.001-100.000 hab,381.0,0.0004
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,100.001-500.000 hab,872.0,0.001
2018,65 y más años,65 y más años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,>500.000 hab,427.0,0.0005
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,10.001-50.000 hab,330.0,0.0004
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,100.001-500.000 hab,316.0,0.0004
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,<10.000 hab,10356.0,0.0121
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,19171.0,0.0225
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,11871.0,0.0139
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,23254.0,0.0272
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,>500.000 hab,15287.0,0.0179
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,280.0,0.0003
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,243.0,0.0003
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,337.0,0.0004
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,<10.000 hab,371.0,0.0004
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,830.0,0.001
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,381.0,0.0004
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,742.0,0.0009
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,>500.000 hab,360.0,0.0004
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,<10.000 hab,55149.0,0.0646
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,10.001-50.000 hab,56097.0,0.0657
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,50.001-100.000 hab,28501.0,0.0334
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,100.001-500.000 hab,45297.0,0.053
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,>500.000 hab,22519.0,0.0264
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,<10.000 hab,974.0,0.0011
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,10.001-50.000 hab,1361.0,0.0016
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,50.001-100.000 hab,812.0,0.001
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,100.001-500.000 hab,1770.0,0.0021
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,>500.000 hab,897.0,0.0011
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Otras situaciones,100.001-500.000 hab,288.0,0.0003
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,10.001-50.000 hab,474.0,0.0006
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,50.001-100.000 hab,289.0,0.0003
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,489.0,0.0006
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,>500.000 hab,278.0,0.0003
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,<10.000 hab,8207.0,0.0096
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,10.001-50.000 hab,15613.0,0.0183
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,50.001-100.000 hab,9633.0,0.0113
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,100.001-500.000 hab,19931.0,0.0233
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,>500.000 hab,13170.0,0.0154
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,<10.000 hab,6997.0,0.0082
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,16158.0,0.0189
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,12052.0,0.0141
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,23682.0,0.0277
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,>500.000 hab,16975.0,0.0199
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,<10.000 hab,999.0,0.0012
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,1337.0,0.0016
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,742.0,0.0009
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,1377.0,0.0016
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,>500.000 hab,759.0,0.0009
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,<10.000 hab,31680.0,0.0371
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,32478.0,0.038
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,50.001-100.000 hab,18992.0,0.0222
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,35382.0,0.0414
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,No activos,>500.000 hab,17931.0,0.021
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Pensionistas,<10.000 hab,124325.0,0.1456
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Pensionistas,10.001-50.000 hab,151499.0,0.1774
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Pensionistas,50.001-100.000 hab,78329.0,0.0917
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Pensionistas,100.001-500.000 hab,133588.0,0.1565
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Pensionistas,>500.000 hab,76013.0,0.089
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Otras situaciones,10.001-50.000 hab,423.0,0.0005
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Otras situaciones,50.001-100.000 hab,297.0,0.0003
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Otras situaciones,100.001-500.000 hab,476.0,0.0006
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Otras situaciones,>500.000 hab,298.0,0.0003
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Pensionistas,<10.000 hab,8141.0,0.0095
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Pensionistas,10.001-50.000 hab,13159.0,0.0154
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Pensionistas,50.001-100.000 hab,6113.0,0.0072
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Pensionistas,100.001-500.000 hab,11778.0,0.0138
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Pensionistas,>500.000 hab,5107.0,0.006
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Otras situaciones,<10.000 hab,1296.0,0.0015
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Otras situaciones,10.001-50.000 hab,1901.0,0.0022
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Otras situaciones,50.001-100.000 hab,967.0,0.0011
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Otras situaciones,100.001-500.000 hab,2079.0,0.0024
2018,65 y más años,65 y más años,N06A - ANTIDEPRESIVOS,Mujer,Muy baja,Otras situaciones,>500.000 hab,842.0,0.001
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,No activos,<10.000 hab,395.0,0.0005
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,No activos,10.001-50.000 hab,1127.0,0.0013
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,No activos,50.001-100.000 hab,519.0,0.0006
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,No activos,100.001-500.000 hab,911.0,0.0011
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,No activos,>500.000 hab,735.0,0.0009
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,<10.000 hab,1008.0,0.0012
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,2629.0,0.0031
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,952.0,0.0011
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,1454.0,0.0017
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,No activos,>500.000 hab,942.0,0.0011
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,No activos,10.001-50.000 hab,365.0,0.0004
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,<10.000 hab,343.0,0.0004
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,10.001-50.000 hab,794.0,0.0009
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,50.001-100.000 hab,414.0,0.0005
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,100.001-500.000 hab,690.0,0.0008
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,>500.000 hab,377.0,0.0004
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,<10.000 hab,671.0,0.0008
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,1487.0,0.0017
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,50.001-100.000 hab,589.0,0.0007
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,1230.0,0.0014
2019,15-34 años,15-19 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,>500.000 hab,633.0,0.0007
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,No activos,<10.000 hab,649.0,0.0008
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,No activos,10.001-50.000 hab,1520.0,0.0018
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,No activos,50.001-100.000 hab,834.0,0.001
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,No activos,100.001-500.000 hab,1268.0,0.0015
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,No activos,>500.000 hab,692.0,0.0008
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,<10.000 hab,382.0,0.0004
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,768.0,0.0009
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,338.0,0.0004
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,336.0,0.0004
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,>500.000 hab,341.0,0.0004
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,<10.000 hab,1651.0,0.0019
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,3778.0,0.0044
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,1347.0,0.0016
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,1988.0,0.0023
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,>500.000 hab,1242.0,0.0015
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,Muy baja,No activos,10.001-50.000 hab,436.0,0.0005
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Hombre,Muy baja,No activos,100.001-500.000 hab,278.0,0.0003
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,<10.000 hab,1225.0,0.0014
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,10.001-50.000 hab,2591.0,0.003
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,50.001-100.000 hab,1196.0,0.0014
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,100.001-500.000 hab,2159.0,0.0025
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,>500.000 hab,1148.0,0.0013
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,<10.000 hab,467.0,0.0005
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,1464.0,0.0017
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,690.0,0.0008
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,833.0,0.001
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,>500.000 hab,471.0,0.0006
2019,15-34 años,15-19 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,<10.000 hab,2744.0,0.0032
